stsinha,Steven,Sinha,swsinha,real_email38@aol.com,,,"Italy, Japan, Oman, Egypt, Peru",,"Breath of the Wild, Doom 2016, Bloodborne, Celeste, Hollow Knight",,"Wish You Were Here, Comfortably Numb, Time, Sheep, See Emily Play","Python, Lua, Javascript, HolyC, fish",,"Arcane, The Sopranos, Community, Seinfeld, JoJo's Bizzare Adventure"
sungyang,Sung Mo,Yang,sungyang,reallyrealemail@notfake.com,"Pig, Chicken, Cow, Lamb, Chicken",,,,"Pokemon Shining Pearl, Minecraft, Breath of the Wild, Legends of Runeterra, Valorant","Jurassic Park, Inception, Avengers: Infinity War, Space Jam 2: Electric Boogaloo, Shrek 2",,"Python, Java, Javascript, OCaml, COBOL",,"Arcane, House, Breaking Bad, South Park, The Office"
svjayanthi,Srineeth,Jayanthi,svjayanthi,svjayanthi@sbu.edu,,,,,,,,,,
symalik,,,,,,,,,,,,,,
tagiles,Taylor,Giles,tagiles,tagiles@gmail.com,"Chicken, Cow, Pig, Fish, Turkey",,"Switzerland, France, Finland, Norway, Italy","Chocolate, Rice, Chicken Parmesan, Meatballs, Pasta","Outer Wilds, Apex Legends, Stardew Valley, Portal 2, Minecraft",,,"Java, C, Javascript, Kotlin, Python",,
tianruliu,Tianrun,Liu,tianruliu,abc@nsa.gov,"chicken, cow, sheep, pig, fish","Pheonix, Akira, The catcher in the rye, The great gatsby, Bartleby the screenvener","Japan, Norway, Finland, Sweden, New Zealand","Burger, nuggets, fries, pizza, tendies, mushed potatoes","Nethack, Starcraft, The Binding of Isaac, Cave Story, Civilization V","One Flew Over the Cuckoo's Nest, The Truman Show, The Lord of the Rings, Pacific Rim, Spiderman 3 ",,,,
timwu,Timothy,Wu,tiwu,tiwu@gmail.com,"cow, chicken, shrimp, pork, salmon","Mistborn Series, Monogatari Series, Kafka on the Shore, 11/22/63, The Algorithm Design Manual","Japan, France, Canada, Iceland, Korea","burgers, rice, steak, wings, salad","Final Fantasy XIV, Monster Hunter, Genshin Impact, Hades, Yakuza","Star Wars: Episode II - Attack of the Clones, Star Trek: First Contact, They Shall Not Grow Old, Futurama: Bender's Big Score, A Silent Voice","High Hopes, Fearless, Learning to Fly, Biding my Time, Wish You Were Here","Python, Javascript, C, Go, C++","Yankees, Nets, Seahawks, Titans, Bills","Star Trek, Uma Musume: Pretty Derby, Futurama, Zombie Land Saga, Love Live! Superstar!!  "
tiwwong,Tina,Wong,twong,twong@gmail.com,"Chicken, Lobster, Cow, Pig, Salmon","All the Light We Cannot See, The Power Broker, Born a Crime, Know My Name, Cloud Atlas","Japan, Germany, Britain, France, Singapore","Pho, Fried Rice, Dumplings, Sushi, Ramen",,,,"Python, Javascript, Java, C, Swift",,
tmalam,Tahmidul,Alam,hideOn316,faker@skt.com,,"The Son of Neptune, House of Hades, The Red Pyramid, The Blood of Olympus, Michael Vey: The Prisoner of Cell 25","Japan, Korea, Switzerland, Indonesia, Romania","Gyro, Pizza, Fried Rice, Fish Fries, Chocolate","League of Legends, Starcraft, NBA 2K, Valorant, GTA V","The Maze Runner, Spirited Away, Silent Voice, Big Time Movie, Spy Kids",,"Python, Javascript, Java, C, Lua","EDG, SKT T1, SEN, FNC, NaVi","Arcane, Vagabond, The Secret Life of My Secretary, King's Avatar, ?"
tszchan,Tszhim,Chan,tchan,tszhim@gmail.com,"Duck, Cow, Chicken, Lamb, Turkey",,"Australia, England, Italy, Korea, Japan",,"Guild Wars 2, Elder Scrolls Online, Final Fantasy XIV, Rust, Terraria",,"Comfortably Numb, Time, Learning to Fly, Us and Them, Hey You","Python, C++, Java, Swift, C#",,
ttalisic,,,,,,,,,,,,,,
tuvo,,,,,,,,,,,,,,
weihong,Wei Hang,Hong,weihangh,weihangh@gmail.com,"cow, chicken, pig, lamb, duck",,"japan, china, korea, france, italy","rice, pizza, french fries, hamburger, hotdog","guardian tales, league of legends, rocket league, terraria, minecraft",,,"Java, Python, Javascript, C++, C",,
wenxue,wenhao,xue,wenxue,wh@gmail.com,"cow,pork,chicken,fish,lamb","The Three-Body Problem, 1984, Harry Potter,A Brief History of Humankind,The Little Prince","China, Norway, Japan,Iceland, France","Pizza, beef, fish, chicken, rice","League of Legends, StarCraft, Rusty Lake, The Legend of Zelda, Dark Souls","The Shawshank Redemption, Forrest Gump,Léon: The Professional,Spirited Away,Inception ","Another Brick in the Wall, Comfortably Numb,Time,Hey You,Us and Them","Python, Java, Javascript, C++, Ocaml","New York Giants,Lakers,New York Jets,Knicks,New York Rangers","Arcane,The Walking Dead,Breaking Bad ,Chicago Fire,The Mandalorian "
weou,Wengan,Ou,wengan,wengan@gmail.com,"crab, cow, fish,chicken, lamb",,,,"Rainbow Six Siege, It taks two, Maple Story, Assassin's Creed Origins, GTA V",,,"Java, C++,  Kotlin, Python, Javascript",,
wintsang,Bryant,Tsang,bryanttsang,b@t.com,"cow, pig, chicken, fish, lobster","?, ?, ?, ?, ?","japan, taiwan, singapore, indonesia, malaysia","curry, egg, sushi, soup, toast","mk8dx, monster strike, ?, ?, ?","?, ?, ?, ?, ?","?, ?, ?, ?, ?","python, java, scratch, javascript, c++","?, ?, ?, ?, ?","?, ?, ?, ?, ?"
xinchi,xincheng,chi,xinchi,xc@gmail.com,"cow, pork, lamp, chicken, duck",,"Japan, Korea, Italy, Spain, England","Hot pot, Sushi, Ramen, BBQ, Pho",,,,"Java, Python, JavaScript, C, C++","Lakers, Spurs, Nets, Celtics, Warriors",
xinyuxu1,xinyu,xu,xinyuxu1,fake@email.com,"shrimp, fish, pig, chichen, cow","?,?,?,?,?","china, japan, new zealand, Switzerland,russia","mapo tofu, rice, teriaki, donburi, yakitori","Hollow Knight, Dead Cell, planetarian, Genshin Impact, Honkai Impact","?,?,?,?,?","?,?,?,?,?","PHP, Pythong, shell, nix, Java","?,?,?,?,?","?,?,?,?,?"
xiyhu,Xiyang,Hu,xiyhu,xiyhu@gmail.com,"cow, pork, chicken, fish, shrimp",,"China, Japan, England, Norway, Italy","Hot pot, Pizza, Sushi, Burgerm Ice Cream","League of Legends, Amongus, PUBG, APEX, GTA5",,,"Java, Python, C, JavaScript, C++ ",,
yajiwang,Yajie,Wang,yajiwang,yajiewang@gmail.com,"Cow, Pig, Lamp, Chicken, Duck","The Three-Body Problem, The Great Gatsby, Lord of the Rings, Harry Potter, World of Warcraft","China, Japan, Spain, Italy, Germany","Hot Pot, Sushi, Dim sum, Ramen, Fried rice","Breath of the Wild, Animal Crossing, Pokemon, Warcraft 3, FIFA","The Shawshank Redemption, Forrest Gump, The Legend of 1900, Infernal Affairs, Seven",,"Python, Java, Javascrit, C++, MIPS",,
yang34,Cheng,Yang,yang34,yang34@gmail.com,"Cow, Salmon, Chicken, Pig, Duck","Magic Tree House, Diary of a Wimpy Kid, Data Structure Textbook, The Great Gatsby, Harry Potter","South Korea, Japan, France, China, Italy","Sushi, Korean BBQ, Poke Bowl, Chipotle, Hot Pot","Minecraft, Clash of Clans, Clash Royale, Pokemon, NBA 2k","Hours, The Purge, Shang Chi, Get Out, The Conjuring","Another Brick in the wall, Wish You Were Here, Comfrotably Numb, Time, Shine on You Crazy Diamond","Java, Python, Javascript, C, OCaml","Nets, Bills, Warriors, Hornets, Buccaneers","Money Heist, All American, Elite, Love 020, Alice in Borderland"
yangyu5,Yang ,Yu,skySmart,skySky@gmail.com,"Cow,Chicken,Shrimp,Tuna,Salmon",,"France, Germany, Italy, New Zealand, Japan, South Korea","sushi, beef, bbq, hot pot, pizza",,"Inception,Hachi: A Dog's Tale,Interstellar,life Pi, Ready Player One",,"Java, JavaScript, Python, C#,C++, C",,
yaxxie,Yang ,Xie,yaxxie,yx@sbu.com,"Pig, Cow, Chicken, Lobster, Fish","Harry Potter, Hunger Games, The Great Gatsby, ","Iceland, France, Italy, Sweden, England","Ice Cream, Sushi, Fried Chicken, Cake, Pizza","Minecraft, Clash of Clans, Clash Royale, Pokemon, NBA 2k","The Great Gatsby, Elf, Romeo and Juliet, Roman Holiday, Home Alone","Another Brick in the Wall, Comfortable Numb, Shine on You Crazy Diamond, See Emily Play","Java, JavaScript, Python"," Kansas City Chiefs, Golden State Warriors, New England Patriots, LA Rams, New Orleans Saints","Friends, The Office, Shark Tank, Orange is the New Black, Gilmore Girls"
yhasib,Yashrif,Hasib,yhasib,yhas@sbu.com,"Cow, Chicken, Duck, Turkey, Lamb",,"Iceland, France, Italy, Germany, Japan","Beef, Rice, Ramen, Chicken, Egg","CSGO, Valorant, Minecraft, Fortnite, Call of Duty",,,"Java, JavaScript, Python, C#, C",,"Arcane, Stranger Things, Crash Landing on You, You, Lost in Space"
yibhu,Yibo,Hu,huyibo,huyibo123@gmail.com,"Cow, Chicken, Pig, Salmon, Shrimp","Cirque Du Freak, This Earth of Mankind, Odyssey, Illiad, The Outsiders ","China, Japan, South Korea, Australia, Indonesia","Sushi,  Steak, Tempura, Hot Pot, Summer Roll  ","Escape From Tarkov, Genshin Impact, League of Legends, Valorant, Minecraft",,,,,
yinshi,Yinan,Shi,yinshi,yinan.shi@gmail.com,"Chicken, Duck, Fish, Pig, Cow",,"Japan, England, Italy, Korea, Germany","Pizza, Hot Pot, Sushi, Ramen, Ice Cream","Valorant,  CSGO, Apex, New World, Call of Duty",,,"Java, Python, C++, JavaScript, MIPS",,
yongliang,Yongfeng,Liang,lyflyf,lyf@gmail.com,"cow, chicken, pig, lamb, duck",,"China, Japan, England, Norway, Italy","Pizza, beef, fish, chicken, rice","Pokemon Shining Pearl, Minecraft, Breath of the Wild, Legends of Runeterra, Valorant","The Lord of the Rings: The Return of the King, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, Avengers: Infinity War, Soul",,"Java, Python, Javascript, C++, C ",,
younchen,Youni,Chen,unic,unic@gmail.com,"chicken, cow, pig, lamp, duck",,"France, Iceland, Greece, Japan, China ","Hot pot, Sushi, Ramen, Fried chicken, Rice ",,"The Twilight Saga, Hachi: A Dog's Tale, The Shawshank Redemption, Léon: The Professional, Miracle in Cell No. 7 ",,,,
yudding,Derek,Ding,DerekD,DerekD@gmail.com,"chicken, fish, beef,pork,chimp",,"North Korea, South Korea, Russia, Brazil, Saudi Arabia","Spicy hotpot, garlic bread, fried dumplings, chicken tenders, borgar","League of Legends, Genshin Impact, The Battlecats, Path of Exile, Legends of Runeterra",,,"Python, java, javascript, C, C++",,
zhttan,,,,,,,,,,,,,,
zsholomson,Zalman,Sholomson,zsholomson,zs@abc.com,"Chicken, Lamb, Duck, Turkey, Shrimp","The Catcher in the Rye, Fahrenheit 451, 1984, Animal Farm, Harry Potter and the Order of the Phoenix","Japan, Israel, France, Italy, Canada","Sushi, Pizza, Beef, Steak, Lobster","Super Smash Bros., Breath of the Wild, Super Mario 64, Ocarina of Time, EarthBound","Spider-Man, Iron Man, The Lord of the Rings, The Breakfast Club, Monty Python and the Holy Grail","Another Brick in the Wall, Shine on You Crazy Diamond, Comfortably Numb, Time, Learning to Fly","Java, Python, JavaScript, OCaml, C","New York Giants, Yankees, Nets, Lakers, New York Rangers","The Big Bang Theory, The Office, Shark Tank, Family Feud, Naruto"
